,Place,HorseNumber,HorseName,HorseCode,Jockey,Trainer,ActualWeight,DeclarWeight,RunningPosition,LBW,FinishTime,WinOdds,Date,RaceIndex
5001,12, 3, HAPPY BAO BEI, (S172), H N Wong, Y S Tsui, 124, 1168, 12, 6-1/2, 1.11.28, 56,20160907,20160907_6
5002,1, 3, ANDOYAS, (T109), Z Purton, D J Hall, 126, 1010, 3, -, 1.49.41, 5.2,20160907,20160907_7
5003,3, 10, INDUSTRIALIST WAY, (S023), K Teetan, C H Yip, 117, 1220, 11, 3/4, 1.49.56, 19,20160907,20160907_7
5004,5, 8, JOLLY GENE, (T146), M Chadwick, A S Cruz, 119, 1078, 2, 1-1/2, 1.49.64, 11,20160907,20160907_7
5005,6 DH, 11, AMAZING GOLD, (V408), T H So, L Ho, 114, 1001, 4, 1-3/4, 1.49.71, 27,20160907,20160907_7
5006,9, 12, CLUB LIFE, (P309), H W Lai, R Gibson, 116, 1101, 10, 2-3/4, 1.49.84, 16,20160907,20160907_7
5007,11, 4, GIANT TURTLE, (T391), S Clipperton, A T Millard, 120, 1036, 1, 3-1/2, 1.49.98, 3,20160907,20160907_7
5008,2, 7, HAPPY ROCKY, (S147), K C Leung, A Lee, 117, 1093, 7, SH, 1.49.43, 19,20160907,20160907_7
5009,4, 6, ENREACHING, (V291), J Moreira, J Size, 119, 1038, 6, 1, 1.49.57, 4.1,20160907,20160907_7
5010,6 DH, 5, THE SYLPH, (T055), D Whyte, D E Ferraris, 120, 1027, 9, 1-3/4, 1.49.71, 16,20160907,20160907_7
5011,8, 9, PEARL WARM WARM, (T183), U Rispoli, P O'Sullivan, 119, 1102, 8, 2-1/4, 1.49.76, 14,20160907,20160907_7
5012,10, 2, MASTER CERAMIBO, (V113), H N Wong, C S Shum, 124, 1151, 5, 3-1/2, 1.49.97, 66,20160907,20160907_7
5013,12, 1, DR WIN WIN, (A154), C Y Ho, C Fownes, 131, 1024, 12, 7-1/2, 1.50.63, 99,20160907,20160907_7
5014,1, 2, VICTORY MARVEL, (T426), O Doleuze, C Fownes, 133, 1188, 6, -, 1.10.29, 5.2,20160907,20160907_8
5015,3, 5, LUCKY DAY, (S014), N Callan, C W Chang, 127, 1106, 3, N, 1.10.33, 25,20160907,20160907_8
5016,5, 4, MARVEL TRIBE, (S142), K K Chiong, K W Lui, 126, 1109, 4, 1-1/4, 1.10.48, 10,20160907,20160907_8
5017,7, 3, PEACE N PROSPERITY, (T210), S Clipperton, K L Man, 132, 1020, 2, 2-1/4, 1.10.64, 4.7,20160907,20160907_8
5018,9, 10, ENDEARING, (V338), K Teetan, T P Yung, 120, 1113, 7, 3, 1.10.75, 5.6,20160907,20160907_8
5019,11, 12, OTOUTO, (V074), H N Wong, D Cruz, 110, 1056, 9, 10-3/4, 1.12.03, 99,20160907,20160907_8
5020,2, 11, LOTUS BREEZE, (T112), M Chadwick, W Y So, 118, 1098, 5, NOSE, 1.10.29, 10,20160907,20160907_8
5021,4, 9, WHO'STHEDUDE, (T312), J Moreira, C S Shum, 121, 1124, 1, 1/2, 1.10.38, 3.7,20160907,20160907_8
5022,6, 7, SHARP HUNTER, (P097), D Whyte, D E Ferraris, 122, 1122, 8, 1-1/4, 1.10.51, 20,20160907,20160907_8
5023,8, 8, SILVER SPUN, (V413), U Rispoli, Y S Tsui, 121, 1206, 12, 2-1/4, 1.10.67, 19,20160907,20160907_8
5024,10, 6, OPEN HOUSE, (A197), T H So, D J Hall, 124, 1082, 10, 5-3/4, 1.11.19, 86,20160907,20160907_8
5025,12, 1, URBAN CHIC, (V404), K C Ng, A S Cruz, 128, 1073, 11, 14, 1.12.51, 80,20160907,20160907_8
5026,1, 9, ATOMIC BLAST, (T203), S Clipperton, A T Millard, 119, 1013, 1, -, 1.38.67, 4.8,20160907,20160907_1
5027,3, 7, SOCCER BRAVE, (T233), D Whyte, D E Ferraris, 127, 1041, 4, 1-3/4, 1.38.96, 5.5,20160907,20160907_1
5028,5, 3, SPEEDY WALLY, (T002), J Moreira, C Fownes, 133, 1105, 3, 5, 1.39.47, 4.3,20160907,20160907_1
5029,7, 14, MIZZEN GREY, (N192), K C Ng, T K Ng, 108, 1072, 2, 9, 1.40.10, 37,20160907,20160907_1
5030,9, 5, JIMSON THE FAMOUS, (T253), K K Chiong, C H Yip, 127, 1055, 14, 11-3/4, 1.40.57, 20,20160907,20160907_1
5031,11, 13, STARRY STARLIES, (T429), K C Leung, P O'Sullivan, 113, 1181, 6, 13-1/4, 1.40.80, 36,20160907,20160907_1
5032,13, 6, RAINBOW GOLD, (T237), T H So, L Ho, 126, 1037, 10, 18, 1.41.56, 29,20160907,20160907_1
5033,2, 4, FIVE STARS AGENT, (V001), C Y Ho, J Size, 130, 1079, 7, 1-3/4, 1.38.95, 7.7,20160907,20160907_1
5034,4, 8, PLANET GIANT, (T295), N Rawiller, R Gibson, 124, 1095, 8, 4-3/4, 1.39.44, 15,20160907,20160907_1
5035,6, 2, EQUITY DOCTRINE, (T329), N Callan, C W Chang, 133, 1134, 12, 7-1/4, 1.39.82, 9.4,20160907,20160907_1
5036,8, 12, LUCKY SEBRING, (V091), H W Lai, Y S Tsui, 115, 1074, 5, 10-1/4, 1.40.33, 16,20160907,20160907_1
5037,10, 11, NO LAUGHING MATTER, (V032), H T Mo, C S Shum, 108, 1068, 13, 12-1/2, 1.40.66, 24,20160907,20160907_1
5038,12, 10, ISLAND FLYER, (S423), K Teetan, P F Yiu, 119, 1082, 11, 14-1/4, 1.40.94, 39,20160907,20160907_1
5039,14, 1, CIRCUIT FORTUNE, (P357), O Doleuze, A Lee, 133, 1097, 9, 24-3/4, 1.42.63, 36,20160907,20160907_1
5040,1, 1, SHAMAL, (V290), H T Mo, Y S Tsui, 123, 1188, 6, -, 1.09.37, 3.7,20160907,20160907_2
5041,3, 9, RICHCITY FORTUNE, (V088), S Clipperton, J Moore, 120, 1155, 1, 4-3/4, 1.10.13, 5.9,20160907,20160907_2
5042,5, 4, TORNEY, (A063), K C Leung, T P Yung, 124, 1156, 3, 5-1/2, 1.10.26, 12,20160907,20160907_2
5043,7, 5, ENCHANTED FEELING, (V421), D Whyte, D E Ferraris, 122, 1104, 8, 7-1/4, 1.10.54, 45,20160907,20160907_2
5044,9, 3, REAL DEAL, (A153), H W Lai, P F Yiu, 126, 1191, 9, 8-1/4, 1.10.69, 21,20160907,20160907_2
5045,11, 6, GOLD TALENT, (S113), K C Ng, A Lee, 117, 1119, 10, 9-3/4, 1.10.93, 99,20160907,20160907_2
5046,2, 2, VITAL SPRING, (A057), J Moreira, J Size, 128, 1107, 5, 3-1/2, 1.09.94, 2.2,20160907,20160907_2
5047,4, 11, VICTOR EMPEROR, (S425), T H So, C H Yip, 116, 1123, 7, 4-3/4, 1.10.14, 26,20160907,20160907_2
5048,6, 7, PACKING STARCRAFT, (V230), N Callan, W Y So, 122, 1194, 11, 5-1/2, 1.10.26, 22,20160907,20160907_2
5049,8, 12, BOSSIEE, (S405), H N Wong, D Cruz, 110, 1159, 2, 7-3/4, 1.10.63, 14,20160907,20160907_2
5050,10, 10, ACTUARIAT, (V215), K Teetan, P O'Sullivan, 119, 1181, 12, 8-1/2, 1.10.71, 99,20160907,20160907_2
5051,12, 8, AH BO, (P295), M Chadwick, A T Millard, 121, 1113, 4, 11, 1.11.13, 53,20160907,20160907_2
5052,1, 3, BOLD STITCH, (S323), S Clipperton, A T Millard, 127, 1103, 2, -, 1.22.89, 4.5,20160907,20160907_3
5053,3, 4, DESTIN, (V417), K Teetan, P O'Sullivan, 127, 1147, 1, 1-3/4, 1.23.16, 19,20160907,20160907_3
5054,5, 14, EMPEROR VICTORY, (T340), H N Wong, Y S Tsui, 108, 1072, 6, 3-1/2, 1.23.46, 23,20160907,20160907_3
5055,7, 1, CARE FREE PRINCE, (V069), J Moreira, K L Man, 133, 1120, 10, 4-3/4, 1.23.66, 5,20160907,20160907_3
5056,9, 2, STAR SUPERIOR, (V255), O Doleuze, C W Chang, 131, 1049, 4, 5-1/4, 1.23.74, 49,20160907,20160907_3
5057,11, 6, GOOD FOR YOU, (T265), N Rawiller, Y S Tsui, 126, 1020, 12, 6-1/2, 1.23.93, 13,20160907,20160907_3
5058,13, 10, ZOOMOOL, (V335), H W Lai, W Y So, 125, 997, 11, 10-1/2, 1.24.55, 99,20160907,20160907_3
5059,WV, HALL OF FAME, (V309), Z Purton, J Moore, 124, 1162, ---, ---, -,,,20160907,20160907_3
5060,2, 11, LUCKY POWER, (V284), Z Purton, T P Yung, 126, 1231, 7, 1-1/4, 1.23.05, 10,20160907,20160907_3
5061,4, 9, METALLIC STAR, (N309), K K Chiong, C H Yip, 120, 1001, 14, 2-1/2, 1.23.29, 16,20160907,20160907_3
5062,6, 5, ELECTRIC LIGHTNING, (A189), D Whyte, D E Ferraris, 126, 1062, 8, 3-1/2, 1.23.46, 51,20160907,20160907_3
5063,8, 8, RHODE ASSASSIN, (T423), M Chadwick, C S Shum, 126, 1059, 5, 5-1/4, 1.23.73, 99,20160907,20160907_3
5064,10, 12, JOLLY AMBER, (V392), N Callan, P F Yiu, 124, 1089, 9, 6-1/4, 1.23.89, 34,20160907,20160907_3
5065,12, 7, MEISTERSTUECK, (V165), C Y Ho, T P Yung, 124, 1143, 3, 6-1/2, 1.23.93, 2.6,20160907,20160907_3
5066,14, 13, FINE WITH ME, (T178), K C Leung, K W Lui, 116, 1099, 13, 10-1/2, 1.24.56, 99,20160907,20160907_3
5067,1, 13, G-ONE LOVER, (T427), H T Mo, C S Shum, 110, 1110, 8, -, 1.22.43, 5,20160907,20160907_4
5068,3, 4, GENEROUS BOBO, (S096), K K Chiong, C H Yip, 122, 1139, 6, 3-1/2, 1.22.96, 13,20160907,20160907_4
5069,5, 8, HURRICANE HUNTER, (A123), K C Leung, T P Yung, 123, 1118, 12, 5, 1.23.23, 99,20160907,20160907_4
5070,7, 3, GOOD CHOI LEE, (S315), C Y Ho, K W Lui, 127, 1173, 3, 5-1/4, 1.23.28, 28,20160907,20160907_4
5071,9, 7, COOL BROTHERS, (V403), O Doleuze, C W Chang, 125, 1220, 9, 6-3/4, 1.23.52, 99,20160907,20160907_4
5072,11, 6, CHEERS CONQUEROR, (V320), N Rawiller, K L Man, 125, 1048, 14, 7-1/4, 1.23.60, 9.9,20160907,20160907_4
5073,13, 11, YOUNG DREAMER, (T378), K C Ng, A T Millard, 117, 1151, 11, 10, 1.24.03, 99,20160907,20160907_4
5074,2, 1, PENANG HALL, (T062), J Moreira, D J Hall, 133, 1238, 4, 2, 1.22.74, 2.9,20160907,20160907_4
5075,4, 14, INVISIBLE, (T418), M Chadwick, C Fownes, 114, 1141, 1, 4-3/4, 1.23.17, 14,20160907,20160907_4
5076,6, 5, TEAM SWEET, (V089), Z Purton, J Moore, 126, 1097, 7, 5-1/4, 1.23.27, 4.4,20160907,20160907_4
5077,8, 12, GENERAL O'REILLY, (A084), H N Wong, Y S Tsui, 114, 1097, 2, 6-3/4, 1.23.52, 99,20160907,20160907_4
5078,10, 2, PROUD SKY, (V406), H W Lai, A Lee, 132, 1045, 10, 7, 1.23.55, 99,20160907,20160907_4
5079,12, 10, DYNAMIC LIONS, (A122), T H So, W Y So, 121, 1053, 13, 7-3/4, 1.23.68, 99,20160907,20160907_4
5080,UR, 9, PENNY LANE, (P021), K Teetan, A T Millard, 125, 1185, 5, -, 7.3,,20160907,20160907_4
5081,1, 11, GORGEOUS AGAIN, (V326), K C Leung, C S Shum, 113, 1066, 6, -, 2.17.24, 5.6,20160907,20160907_5
5082,3, 1, FANCY MUSIC, (V048), N Callan, P O'Sullivan, 133, 1056, 10, 2-1/4, 2.17.60, 10,20160907,20160907_5
5083,5, 3, PREMIUM CHAMPION, (T187), N Rawiller, C Fownes, 130, 1093, 7, 2-3/4, 2.17.67, 6.1,20160907,20160907_5
5084,7, 4, BLAZING PASS, (T108), D Whyte, A S Cruz, 127, 1075, 1, 4-1/2, 2.17.95, 4.9,20160907,20160907_5
5085,9, 5, KING BOUNTIFUL, (T105), K Teetan, J Size, 127, 1138, 3, 6-3/4, 2.18.31, 17,20160907,20160907_5
5086,11, 10, AMRITSARIA, (V122), K K Chiong, P F Yiu, 112, 1092, 2, 9-1/4, 2.18.72, 14,20160907,20160907_5
5087,2, 9, GARLIC YEAH, (V039), Z Purton, C H Yip, 120, 995, 5, N, 2.17.29, 4.5,20160907,20160907_5
5088,4, 2, SUPER FORM, (T232), J Moreira, A T Millard, 133, 1105, 9, 2-1/4, 2.17.62, 6.6,20160907,20160907_5
5089,6, 6, JE PENSE, (V354), O Doleuze, C W Chang, 126, 1117, 4, 3-1/4, 2.17.75, 58,20160907,20160907_5
5090,8, 8, GOOD FIT, (S131), M Chadwick, C W Chang, 120, 1128, 8, 4-3/4, 2.17.99, 41,20160907,20160907_5
5091,10, 12, TELEPHATIA, (P405), T H So, A Lee, 111, 1084, 11, 8-1/4, 2.18.58, 39,20160907,20160907_5
5092,WV, 7, BEST REWARD, (V189), S Clipperton, W Y So, 120, 1078, ---, ---,,,20160907,20160907_5
5093,1, 11, APACHE SPIRIT, (T095), C Y Ho, C Fownes, 113, 1087, 3, -, 1.09.59, 99,20160907,20160907_6
5094,3, 8, STAR OF JOY, (A171), J Moreira, K L Man, 123, 1058, 1, 1/2, 1.09.67, 2.7,20160907,20160907_6
5095,5, 3, WHY WHY, (P372), Z Purton, A Lee, 127, 1198, 5, 1-3/4, 1.09.87, 24,20160907,20160907_6
5096,7, 6, WINSTON'S LAD, (T348), K Teetan, K W Lui, 124, 1093, 9, 2, 1.09.90, 6.6,20160907,20160907_6
5097,9, 4, TRAVEL DATUK, (V235), H N Wong, Y S Tsui, 118, 1068, 10, 5-1/2, 1.10.48, 31,20160907,20160907_6
5098,11, 9, WUSHU CHAMPION, (V301), M Chadwick, R Gibson, 119, 1164, 11, 9-3/4, 1.11.16, 44,20160907,20160907_6
5099,2, 7, ALWAYS WIN, (T050), K C Leung, T P Yung, 121, 1184, 6, HD, 1.09.62, 3.7,20160907,20160907_6
5100,4, 1, DIEGO KOSTA, (T357), N Rawiller, J Size, 127, 1164, 4, 1-1/2, 1.09.81, 4.6,20160907,20160907_6
5101,6, 5, INTREPIC, (A139), S Clipperton, D J Hall, 124, 1009, 2, 1-3/4, 1.09.88, 86,20160907,20160907_6
5102,8, 10, MULTIMAX, (T129), K K Chiong, A S Cruz, 113, 1157, 12, 3-1/4, 1.10.12, 11,20160907,20160907_6
5103,10, 12, SHINNING MOON, (V268), H T Mo, C W Chang, 104, 1228, 7, 7-1/4, 1.10.76, 99,20160907,20160907_6
5104,12, 2, MY GIFT, (V242), T H So, P F Yiu, 125, 1046, 8, 13, 1.11.66, 99,20160907,20160907_6
5105,1, 11, BRAVO WATCHMAN, (A102), J Moreira, W Y So, 118, 1228, 7, -, 0.56.22, 1.5,20160907,20160907_7
5106,3, 10, BOTH LUCKY, (T196), C Y Ho, C Fownes, 116, 1154, 14, 1-1/4, 0.56.41, 23,20160907,20160907_7
5107,5, 7, FORTUNE BO BO, (V017), H T Mo, T P Yung, 111, 1076, 1, 3, 0.56.71, 8.1,20160907,20160907_7
5108,7, 9, GALLANT ROCK, (S240), K K Chiong, A T Millard, 114, 1185, 8, 5-1/2, 0.57.09, 21,20160907,20160907_7
5109,9, 8, COLOURFUL ACHIEVER, (A182), T H So, D J Hall, 118, 1289, 6, 6-3/4, 0.57.30, 99,20160907,20160907_7
5110,11, 4, TRIUMPHANT JEWEL, (P310), Z Purton, D Cruz, 129, 1128, 4, 8, 0.57.48, 36,20160907,20160907_7
5111,13, 12, BALAY BALAY, (V247), H W Lai, P F Yiu, 117, 1146, 11, 10-1/2, 0.57.90, 99,20160907,20160907_7
5112,2, 6, ACE KING, (T331), S Clipperton, L Ho, 121, 1130, 13, HD, 0.56.26, 8.5,20160907,20160907_7
5113,4, 14, FISH N' CHIPS, (T099), M Chadwick, A Lee, 115, 1107, 12, 2, 0.56.55, 45,20160907,20160907_7
5114,6, 5, CALIFORNIA ASPAR, (A117), K C Ng, A S Cruz, 117, 968, 10, 4-1/2, 0.56.95, 99,20160907,20160907_7
5115,8, 1, DRAGON MASTER, (V099), K Teetan, C W Chang, 133, 1086, 3, 5-1/2, 0.57.09, 10,20160907,20160907_7
5116,10, 3, KING MORTAR, (A097), D Whyte, J Moore, 129, 1105, 2, 7-1/2, 0.57.43, 23,20160907,20160907_7
5117,12, 13, DIAMOND LEGEND, (V341), K C Leung, P O'Sullivan, 113, 1115, 9, 10-1/4, 0.57.85, 99,20160907,20160907_7
5118,14, 2, CITY WINNER, (V311), H N Wong, Y S Tsui, 123, 972, 5, 17, 0.58.96, 99,20160907,20160907_7
5119,1, 9, PEOPLE'S KNIGHT, (T305), S Clipperton, J Moore, 121, 1149, 8, -, 1.37.69, 8.7,20160907,20160907_8
5120,3, 10, TRAVEL FIRST, (T098), K K Chiong, C H Yip, 116, 1186, 11, 1-1/4, 1.37.89, 11,20160907,20160907_8
5121,5, 6, APOLLO'S CHOICE, (S312), T H So, D J Hall, 120, 1059, 1, 2, 1.38.00, 25,20160907,20160907_8
5122,7, 4, BERLINI, (P359), Z Purton, D J Hall, 127, 1024, 13, 2-1/2, 1.38.07, 31,20160907,20160907_8
5123,9, 12, SKY KING, (V217), D Whyte, C Fownes, 119, 1316, 3, 3-1/2, 1.38.25, 3.9,20160907,20160907_8
5124,11, 2, SPEEDY LONGWAH, (S242), N Rawiller, C S Shum, 131, 1122, 10, 5-1/4, 1.38.55, 9.9,20160907,20160907_8
5125,13, 3, PABLOSKY, (S156), C Y Ho, J Moore, 128, 1094, 12, 10-1/4, 1.39.31, 42,20160907,20160907_8
5126,2, 8, FRIENDS OF KA YING, (T370), K C Leung, P O'Sullivan, 119, 1093, 9, 1-1/4, 1.37.87, 11,20160907,20160907_8
5127,4, 11, DIVINE BOY, (T163), H W Lai, Y S Tsui, 119, 1074, 4, 1-1/2, 1.37.94, 7.9,20160907,20160907_8
5128,6, 1, PACKING LLAREGYB, (S109), J Moreira, P F Yiu, 131, 1113, 5, 2-1/4, 1.38.05, 5.6,20160907,20160907_8
5129,8, 7, HIT THE BID, (P214), H N Wong, A T Millard, 115, 1182, 7, 3-1/4, 1.38.21, 45,20160907,20160907_8
5130,10, 13, BIG BANG BONG, (V186), K Teetan, J Size, 118, 1067, 6, 3-3/4, 1.38.27, 19,20160907,20160907_8
5131,12, 5, FLYING MOOCHI, (T116), H T Mo, Y S Tsui, 116, 1101, 2, 6-1/4, 1.38.69, 9.8,20160907,20160907_8
5132,WV, 14, CALIFORNIA JOY, (T406), M Chadwick, A S Cruz, 118, 1176, ---, ---,,,20160907,20160907_8
5133,1 DH, 4, WHAT ELSE BUT YOU, (A136), K Teetan, J Size, 129, 1141, 1, -, 1.34.59, 3.1,20160907,20160907_9
5134,3, 10, ENERGETIC CLASS, (T082), J Moreira, C W Chang, 117, 1109, 11, 1, 1.34.74, 5.3,20160907,20160907_9
5135,5, 5, MONGOLIAN KING, (A098), N Rawiller, Y S Tsui, 127, 1122, 10, 2-1/4, 1.34.95, 8.7,20160907,20160907_9
5136,7, 11, MAGNETISM, (V114), D Whyte, D E Ferraris, 118, 1130, 7, 3-1/2, 1.35.16, 46,20160907,20160907_9
5137,9, 13, AMBITIOUS PINS, (V265), M Chadwick, R Gibson, 115, 1107, 6, 4-1/4, 1.35.28, 24,20160907,20160907_9
5138,11, 6, BRING IT ON, (V407), C Y Ho, C H Yip, 120, 1138, 12, 5-3/4, 1.35.53, 20,20160907,20160907_9
5139,13, 14, ELUSIVE STATE, (A036), H T Mo, D Cruz, 105, 1052, 3, 6-1/2, 1.35.65, 99,20160907,20160907_9
5140,1 DH, 7, GO BEAUTY GO, (V316), Z Purton, J Moore, 120, 1136, 9, -, 1.34.59, 4,20160907,20160907_9
5141,4, 3, FRIENDS OF NANJING, (V140), N Callan, T P Yung, 130, 1148, 5, 2, 1.34.91, 8,20160907,20160907_9
5142,6, 12, FULL GLORY, (T092), K C Ng, A S Cruz, 111, 1060, 8, 3-1/2, 1.35.14, 73,20160907,20160907_9
5143,8, 2, ULTIMATE GLORY, (S235), H W Lai, K L Man, 132, 1225, 2, 4-1/4, 1.35.25, 35,20160907,20160907_9
5144,10, 9, CLOUD NINE, (T416), K K Chiong, A T Millard, 112, 1117, 4, 5-1/4, 1.35.43, 39,20160907,20160907_9
5145,12, 8, AVELLINO, (T388), T H So, P O'Sullivan, 116, 1100, 13, 6-1/4, 1.35.58, 99,20160907,20160907_9
5146,14, 1, GREEN DISPATCH, (V184), K C Leung, C S Shum, 131, 1164, 14, 10-1/4, 1.36.24, 36,20160907,20160907_9
5147,1, 2, NOTHINGILIKEMORE, (V388), J Moreira, J Size, 129, 1135, 2, -, 1.21.68, 1.2,20160907,20160907_10
5148,3, 7, ROYAL PERFORMER, (V405), O Doleuze, C Fownes, 125, 1015, 7, 4-3/4, 1.22.46, 67,20160907,20160907_10
5149,5, 6, MR POTENTIAL, (V270), D Whyte, C H Yip, 125, 1070, 6, 5, 1.22.49, 16,20160907,20160907_10
5150,7, 9, REGENCY BO BO, (A050), N Callan, A S Cruz, 122, 1094, 11, 5-3/4, 1.22.60, 9.3,20160907,20160907_10
5151,9, 12, KA YING KID, (P189), K C Leung, T P Yung, 114, 1082, 12, 9, 1.23.13, 76,20160907,20160907_10
5152,11, 8, SICHUAN BOSS, (V416), N Rawiller, A T Millard, 125, 1217, 4, 9-1/2, 1.23.20, 99,20160907,20160907_10
5153,13, 13, RED ELYSEES, (A005), H W Lai, K L Man, 115, 1121, 8, 13-1/4, 1.23.78, 75,20160907,20160907_10
5154,2, 3, HAPPY AGILITY, (T184), K Teetan, P F Yiu, 127, 1157, 1, 2, 1.22.01, 23,20160907,20160907_10
5155,4, 14, SILVERFIELD, (S106), T H So, T K Ng, 112, 1055, 5, 4-3/4, 1.22.46, 57,20160907,20160907_10
5156,6, 4, JOYFUL MOMENTS, (T134), Z Purton, R Gibson, 127, 1137, 9, 5-1/2, 1.22.56, 20,20160907,20160907_10
5157,8, 1, MYTHICAL EMPEROR, (T419), S Clipperton, W Y So, 133, 1158, 13, 6-1/2, 1.22.71, 42,20160907,20160907_10
5158,10, 11, OUR FOLKS, (P400), K K Chiong, C W Chang, 114, 1133, 10, 9-1/4, 1.23.18, 99,20160907,20160907_10
5159,12, 10, CELESTIAL NOVA, (V045), H T Mo, C S Shum, 110, 1085, 3, 12-1/4, 1.23.63, 34,20160907,20160907_10
5160,14, 5, HAY RUN, (V337), C Y Ho, K W Lui, 124, 1085, 14, 17-3/4, 1.24.50, 99,20160907,20160907_10
5161,1, 4, JUMBO HAPPINESS, (V315), C Y Ho, C Fownes, 125, 1075, 1, -, 1.10.45, 2.8,20160907,20160907_1
5162,3, 3, GOOD COMPANION, (A052), K K Chiong, D Cruz, 125, 1058, 3, 2-1/4, 1.10.82, 6,20160907,20160907_1
5163,5, 9, FAIR COMMENT, (A014), K C Ng, A S Cruz, 118, 1142, 6, 6, 1.11.40, 99,20160907,20160907_1
5164,7, 6, GODSPEED, (A087), K Teetan, D J Hall, 126, 1122, 2, 8, 1.11.72, 28,20160907,20160907_1
5165,9, 5, EXCEPTIONAL DESIRE, (A142), S Clipperton, W Y So, 126, 1179, 9, 8-1/2, 1.11.81, 21,20160907,20160907_1
5166,11, 11, DOUBLE DOUBLE, (T267), H W Lai, T K Ng, 118, 1066, 5, 9-3/4, 1.11.99, 99,20160907,20160907_1
5167,2, 1, CHEER WIN, (V347), J Moreira, P F Yiu, 133, 1124, 12, N, 1.10.51, 4.9,20160907,20160907_1
5168,4, 8, DR RACE, (T284), B Prebble, D E Ferraris, 123, 1072, 7, 3-1/4, 1.10.97, 8.7,20160907,20160907_1
5169,6, 2, CAREFREE LET GO, (T059), N Rawiller, C S Shum, 131, 1063, 8, 6-1/2, 1.11.49, 4.7,20160907,20160907_1
5170,8, 12, FORTUNE BROTHERS, (V389), K C Leung, T P Yung, 114, 1203, 10, 8-1/2, 1.11.80, 99,20160907,20160907_1
5171,10, 7, GOOD CHOICE AHEAD, (V329), T H So, L Ho, 123, 1093, 4, 9-1/4, 1.11.92, 18,20160907,20160907_1
5172,12, 10, RAPIDASH, (V209), O Doleuze, C W Chang, 121, 1102, 11, 11-1/4, 1.12.24, 73,20160907,20160907_1
5173,1, 8, GOLDEN PARTNERS, (S286), J Moreira, A T Millard, 122, 1082, 4, -, 1.50.52, 3.5,20160907,20160907_2
5174,3, 4, MY BLESSING, (V164), M Chadwick, C H Yip, 129, 1041, 10, 1, 1.50.68, 8.3,20160907,20160907_2
5175,5, 2, HOLY UNICORN, (V179), T H So, A Lee, 129, 1008, 2, 3-1/4, 1.51.04, 9.2,20160907,20160907_2
5176,7, 11, BLISS CARTEL, (S202), D Whyte, D E Ferraris, 119, 1092, 3, 4-1/4, 1.51.19, 3.9,20160907,20160907_2
5177,9, 1, SWEET BEAN, (S205), C Y Ho, C Fownes, 131, 1023, 9, 6, 1.51.50, 14,20160907,20160907_2
5178,11, 3, CATCHMEIFYOUCAN, (A026), H W Lai, W Y So, 130, 1138, 6, 13-3/4, 1.52.71, 99,20160907,20160907_2
5179,2, 7, AUDACITY, (V238), N Callan, L Ho, 125, 1030, 5, 3/4, 1.50.63, 12,20160907,20160907_2
5180,4, 9, YOURTHEWONFORME, (T258), S Clipperton, T K Ng, 122, 1142, 7, 2-3/4, 1.50.97, 8.6,20160907,20160907_2
5181,6, 10, MY FOLKS, (T323), K Teetan, C W Chang, 121, 1160, 1, 3-1/2, 1.51.10, 11,20160907,20160907_2
5182,8, 12, MEDIC SWORDSMAN, (P168), H N Wong, D Cruz, 108, 1168, 8, 6, 1.51.47, 96,20160907,20160907_2
5183,10, 6, PRECISIONCRAFTSMAN, (V036), K C Leung, T P Yung, 124, 1072, 12, 8-1/2, 1.51.87, 22,20160907,20160907_2
5184,12, 5, WONDERFUL CHASER, (V258), N Rawiller, K W Lui, 128, 1143, 11, 43, 1.57.41, 45,20160907,20160907_2
5185,1, 9, NASHASHUK, (V143), B Prebble, J Size, 120, 1073, 1, -, 1.10.18, 4.1,20160907,20160907_3
5186,3, 2, ROYALE ELEGANCE, (S098), J Moreira, W Y So, 132, 1087, 5, 1-3/4, 1.10.46, 2.8,20160907,20160907_3
5187,4 DH, 12, GO-GETTER, (S303), K C Ng, A Lee, 109, 1066, 3, 3, 1.10.67, 99,20160907,20160907_3
5188,7, 10, ST YAZIN, (N409), T H So, T K Ng, 118, 1069, 9, 4-3/4, 1.10.93, 50,20160907,20160907_3
5189,9, 8, LYRIC ACE, (S047), H N Wong, D Cruz, 119, 1052, 4, 10-3/4, 1.11.89, 23,20160907,20160907_3
5190,11, 5, CHEERFULJET, (A188), O Doleuze, C Fownes, 126, 1083, 10, 13-1/4, 1.12.31, 11,20160907,20160907_3
5191,2, 6, EMPIRE STAR, (A145), C Y Ho, Y S Tsui, 124, 1102, 7, HD, 1.10.21, 99,20160907,20160907_3
5192,4 DH, 3, MASTER VIKING, (S385), K K Chiong, A T Millard, 125, 1158, 2, 3, 1.10.67, 7.8,20160907,20160907_3
5193,6, 1, NEVER BETTER, (T140), S Clipperton, P O'Sullivan, 133, 1184, 12, 3-1/4, 1.10.71, 6.9,20160907,20160907_3
5194,8, 4, GOLDEN ACHIEVER, (V216), N Callan, C H Yip, 127, 1058, 6, 8-3/4, 1.11.57, 8.5,20160907,20160907_3
5195,10, 7, GOLD VELVET, (V400), K C Leung, T P Yung, 124, 1171, 8, 11-1/2, 1.12.03, 36,20160907,20160907_3
5196,TNP, 11, STARLOT, (V367), D Whyte, R Gibson, 118, 1159, 11, -,,,20160907,20160907_3
